Bitstamp-Bid,Bitstamp-Ask,Binance-bid,Binance-ask
2018-3-22 09:03:07,0.06196000,0.06205595,0.06209800,0.06215800,bn-bs
2018-3-22 09:03:08,0.06196000,0.06205595,0.06210000,0.06215800,bn-bs
2018-3-22 09:12:34,0.06194001,0.06202996,0.06205000,0.06205500,bn-bs
2018-3-22 09:13:27,0.06204000,0.06214995,0.06196500,0.06196700,bs-bn
2018-3-22 09:13:28,0.06204000,0.06214995,0.06197000,0.06203700,bs-bn
2018-3-22 09:16:39,0.06193004,0.06202000,0.06205000,0.06206700,bn-bs
2018-3-22 09:16:39,0.06193004,0.06202000,0.06205000,0.06206700,bn-bs
2018-3-22 09:20:57,0.06193000,0.06199000,0.06192100,0.06192200,bs-bn
2018-3-22 09:29:24,0.06198000,0.06214939,0.06194000,0.06194100,bs-bn
2018-3-22 09:29:25,0.06198000,0.06214939,0.06194000,0.06194100,bs-bn
2018-3-22 09:29:26,0.06196006,0.06214935,0.06194000,0.06194100,bs-bn
2018-3-22 09:29:29,0.06196001,0.06214930,0.06194000,0.06195000,bs-bn
2018-3-22 09:29:51,0.06199000,0.06214899,0.06194000,0.06196900,bs-bn
2018-3-22 09:30:14,0.06200000,0.06214868,0.06198800,0.06199800,bs-bn
2018-3-22 09:30:16,0.06200000,0.06214868,0.06195800,0.06198800,bs-bn
2018-3-22 09:30:21,0.06198000,0.06214862,0.06195600,0.06195800,bs-bn
2018-3-22 09:30:35,0.06197000,0.06214844,0.06194000,0.06195000,bs-bn
2018-3-22 09:31:54,0.06196000,0.06205000,0.06193700,0.06194100,bs-bn
